Number of frames: 291
Frequency: 100
Units: rad/mm

Frame,Pen1_tip Rz,Pen1_tip Ry,Pen1_tip Rx,Pen1_tip x,Pen1_tip y,Pen1_tip z,Pen1_tip Error,Pen2_tip2 Rz,Pen2_tip2 Ry,Pen2_tip2 Rx,Pen2_tip2 x,Pen2_tip2 y,Pen2_tip2 z,Pen2_tip2 Error
1, 0.005116367,-0.399658173,-0.049167302,-308.002655029,-188.898239136,-2477.871826172, 0.041131906,,,,,,,,
2, 0.005147689,-0.399147809,-0.049543604,-307.991210938,-188.897598267,-2477.852539063, 0.039125595,,,,,,,,
3, 0.005479807,-0.398156375,-0.050045993,-307.971832275,-188.896072388,-2477.870361328, 0.039810468,,,,,,,,
4, 0.005986127,-0.397093385,-0.051045246,-307.969665527,-188.895828247,-2477.821044922, 0.040023711,,,,,,,,
5, 0.006304880,-0.396378696,-0.051573753,-307.966278076,-188.895675659,-2477.808593750, 0.040970162,,,,,,,,
6, 0.006312806,-0.396041721,-0.051317435,-307.947601318,-188.894531250,-2477.849853516, 0.042070873,,,,,,,,
7, 0.006056194,-0.395954847,-0.051035862,-307.950622559,-188.897430420,-2477.823730469, 0.039623044,,,,,,,,
8, 0.005505052,-0.396073341,-0.050276611,-307.953277588,-188.899627686,-2477.834716797, 0.039454009,,,,,,,,
9, 0.004825740,-0.396490008,-0.049588554,-307.971221924,-188.901214600,-2477.853027344, 0.037809759,,,,,,,,
10, 0.004317846,-0.396661937,-0.049405690,-308.010864258,-188.900344849,-2477.843994141, 0.038033165,,,,,,,,
11, 0.004231053,-0.396250516,-0.049319439,-308.037048340,-188.898239136,-2477.898681641, 0.040735397,,,,,,,,
12, 0.004987820,-0.396465600,-0.049845237,-308.031402588,-188.901458740,-2477.907470703, 0.040794969,,,,,,,,
13, 0.006391321,-0.397526056,-0.051150978,-308.020874023,-188.905914307,-2477.833740234, 0.039175805,,,,,,,,
14, 0.007974639,-0.399229705,-0.052422378,-307.976867676,-188.906738281,-2477.804443359, 0.038909212,,,,,,,,
15, 0.009167422,-0.400942832,-0.053720489,-307.968078613,-188.906295776,-2477.774658203, 0.038765118,,,,,,,,
16, 0.009756986,-0.402828425,-0.054502312,-307.968566895,-188.903015137,-2477.803710938, 0.040835943,,,,,,,,
17, 0.010159559,-0.404454827,-0.055533789,-307.979125977,-188.903610229,-2477.752197266, 0.040136099,,,,,,,,
18, 0.010223409,-0.405211598,-0.055867799,-307.985931396,-188.902725220,-2477.753662109, 0.040359031,,,,,,,,
19, 0.010107006,-0.405777365,-0.055478439,-307.976470947,-188.904296875,-2477.789550781, 0.040476862,,,,,,,,
20, 0.009939284,-0.405942470,-0.054845605,-307.971160889,-188.904159546,-2477.809326172, 0.040738754,,,,,,,,
21, 0.009522267,-0.405975670,-0.053973529,-307.987884521,-188.904708862,-2477.845458984, 0.042293422,,,,,,,,
22, 0.009173837,-0.405989021,-0.053531621,-308.018157959,-188.909622192,-2477.811523438, 0.041003205,,,,,,,,
23, 0.008965031,-0.406205177,-0.052971337,-308.027404785,-188.911575317,-2477.832763672, 0.039776381,,,,,,,,
24, 0.009069487,-0.406039536,-0.053037543,-308.039794922,-188.914627075,-2477.802490234, 0.039275076,,,,,,,,
25, 0.009462893,-0.405761421,-0.053209737,-308.027587891,-188.913803101,-2477.796142578, 0.040326357,,,,,,,,
26, 0.009932145,-0.405479550,-0.053543348,-308.012481689,-188.915237427,-2477.760253906, 0.039231706,,,,,,,,
27, 0.010170306,-0.404585987,-0.053428564,-308.011108398,-188.916442871,-2477.771728516, 0.040102903,,,,,,,,
28, 0.010526603,-0.403428376,-0.053318217,-307.993255615,-188.917358398,-2477.739501953, 0.038786750,,,,,,,,
29, 0.010715300,-0.402417362,-0.052780438,-307.967681885,-188.916595459,-2477.753906250, 0.037828404,,,,,,,,
30, 0.010614130,-0.401673555,-0.052101325,-307.954437256,-188.916732788,-2477.781494141, 0.038909018,,,,,,,,
31, 0.010152186,-0.401561916,-0.051563740,-307.962707520,-188.915985107,-2477.790283203, 0.039886877,,,,,,,,
32, 0.009441903,-0.401783466,-0.051068000,-307.965484619,-188.915908813,-2477.791992188, 0.039433099,,,,,,,,
33, 0.008340448,-0.401917309,-0.050209776,-307.984832764,-188.914169312,-2477.845214844, 0.041377775,,,,,,,,
34, 0.007362621,-0.401986331,-0.049753375,-308.004364014,-188.913909912,-2477.830810547, 0.040310610,,,,,,,,
35, 0.006572692,-0.401334912,-0.049376380,-308.013793945,-188.913940430,-2477.840087891, 0.039977379,,,,,,,,
