Number of frames: 259
Frequency: 100
Units: rad/mm

Frame,Pen1_tip Rz,Pen1_tip Ry,Pen1_tip Rx,Pen1_tip x,Pen1_tip y,Pen1_tip z,Pen1_tip Error,Pen2_tip2 Rz,Pen2_tip2 Ry,Pen2_tip2 Rx,Pen2_tip2 x,Pen2_tip2 y,Pen2_tip2 z,Pen2_tip2 Error
1,-0.006134393, 0.071440689,-0.043610819,-272.943084717,-188.631393433,-2571.716796875, 0.009991694,,,,,,,,
2,-0.005856488, 0.071436651,-0.043885939,-272.937469482,-188.631805420,-2571.697509766, 0.009800777,,,,,,,,
3,-0.005701362, 0.071349114,-0.043998748,-272.937927246,-188.630416870,-2571.721191406, 0.009699521,,,,,,,,
4,-0.005676508, 0.071401134,-0.043980580,-272.951690674,-188.629837036,-2571.742187500, 0.009082239,,,,,,,,
5,-0.005675250, 0.071369834,-0.044236694,-272.950134277,-188.632247925,-2571.677490234, 0.008906739,,,,,,,,
6,-0.005699298, 0.071234837,-0.043761462,-272.962097168,-188.633178711,-2571.716064453, 0.009831620,,,,,,,,
7,-0.005681969, 0.070875421,-0.043488745,-272.966827393,-188.633178711,-2571.704345703, 0.009144945,,,,,,,,
8,-0.005522279, 0.070861846,-0.043318916,-272.963806152,-188.635406494,-2571.676025391, 0.009872908,,,,,,,,
9,-0.005183987, 0.071014412,-0.042832442,-272.959533691,-188.634201050,-2571.714843750, 0.009846108,,,,,,,,
10,-0.004825319, 0.070449553,-0.042269211,-272.947387695,-188.632949829,-2571.780029297, 0.010266928,,,,,,,,
11,-0.004579933, 0.070688128,-0.042304639,-272.934326172,-188.635040283,-2571.754394531, 0.011121417,,,,,,,,
12,-0.004646230, 0.070777290,-0.042415131,-272.940246582,-188.635726929,-2571.733398438, 0.011030042,,,,,,,,
13,-0.004887131, 0.070590317,-0.042271487,-272.946533203,-188.634109497,-2571.758300781, 0.009949801,,,,,,,,
14,-0.005262570, 0.070314221,-0.042704243,-272.950073242,-188.636734009,-2571.693115234, 0.009652598,,,,,,,,
15,-0.005746528, 0.070425391,-0.042537592,-272.972442627,-188.634735107,-2571.735107422, 0.009819255,,,,,,,,
16,-0.006089291, 0.070501007,-0.042548288,-272.978759766,-188.634506226,-2571.734619141, 0.010416769,,,,,,,,
17,-0.006253530, 0.070362099,-0.042771384,-272.969573975,-188.636947632,-2571.687988281, 0.009577835,,,,,,,,
18,-0.006357522, 0.070237443,-0.042540841,-272.972534180,-188.636154175,-2571.703125000, 0.008902096,,,,,,,,
19,-0.006358296, 0.070086598,-0.042356987,-272.969757080,-188.634521484,-2571.708496094, 0.010174432,,,,,,,,
20,-0.006209233, 0.070127532,-0.042136159,-272.954132080,-188.633590698,-2571.722656250, 0.010736535,,,,,,,,
21,-0.006130318, 0.070053980,-0.041876674,-272.951507568,-188.633499146,-2571.747558594, 0.010112285,,,,,,,,
22,-0.006112405, 0.070236944,-0.041982405,-272.942260742,-188.633621216,-2571.718261719, 0.010635673,,,,,,,,
23,-0.006271479, 0.069928437,-0.041916441,-272.947814941,-188.631484985,-2571.735107422, 0.010849851,,,,,,,,
24,-0.006397667, 0.070234090,-0.042139020,-272.934875488,-188.632873535,-2571.709960938, 0.010730424,,,,,,,,
25,-0.006721092, 0.070291258,-0.042093076,-272.946594238,-188.632522583,-2571.735107422, 0.010598141,,,,,,,,
26,-0.007071431, 0.069964372,-0.042309042,-272.950592041,-188.633697510,-2571.713867188, 0.010154192,,,,,,,,
27,-0.007369381, 0.070094056,-0.042357679,-272.960510254,-188.634323120,-2571.708251953, 0.011471277,,,,,,,,
28,-0.007565364, 0.070061237,-0.042225447,-272.972869873,-188.632431030,-2571.721435547, 0.010463122,,,,,,,,
29,-0.007477651, 0.070220642,-0.041986093,-272.971313477,-188.630859375,-2571.759521484, 0.010283991,,,,,,,,
30,-0.007244837, 0.070099927,-0.042224772,-272.962005615,-188.632751465,-2571.716796875, 0.011261093,,,,,,,,
31,-0.006925937, 0.070000291,-0.041864127,-272.957550049,-188.631027222,-2571.776855469, 0.010285296,,,,,,,,
32,-0.006614132, 0.069578156,-0.041840367,-272.940826416,-188.630966187,-2571.783203125, 0.010607189,,,,,,,,
33,-0.006572296, 0.069458187,-0.042027339,-272.942443848,-188.632095337,-2571.747802734, 0.010622971,,,,,,,,
34,-0.006634819, 0.069561765,-0.041989062,-272.946258545,-188.630966187,-2571.760986328, 0.010538650,,,,,,,,
35,-0.006785129, 0.069365725,-0.042106196,-272.952728271,-188.631958008,-2571.752197266, 0.010184065,,,,,,,,
36,-0.006882873, 0.069416896,-0.042096954,-272.952056885,-188.631622314,-2571.765136719, 0.010174516,,,,,,,,
37,-0.007041178, 0.069490604,-0.042475373,-272.954254150,-188.632080078,-2571.714599609, 0.010488477,,,,,,,,
38,-0.007198690, 0.069542736,-0.042323139,-272.957733154,-188.630081177,-2571.761230469, 0.010602245,,,,,,,,
39,-0.007327539, 0.069775186,-0.042509507,-272.964660645,-188.631607056,-2571.735839844, 0.010435634,,,,,,,,
40,-0.007295625, 0.069711968,-0.042446844,-272.962860107,-188.631698608,-2571.742187500, 0.010276199,,,,,,,,
41,-0.007154488, 0.069672398,-0.042416573,-272.962249756,-188.631256104,-2571.732666016, 0.010099823,,,,,,,,
42,-0.006956362, 0.069518581,-0.042467706,-272.957611084,-188.631454468,-2571.715576172, 0.009303178,,,,,,,,
43,-0.006721821, 0.068981379,-0.042334918,-272.938690186,-188.631896973,-2571.714843750, 0.010340285,,,,,,,,
44,-0.006615481, 0.069077253,-0.041987326,-272.941162109,-188.630142212,-2571.763183594, 0.011087290,,,,,,,,
45,-0.006655667, 0.069257610,-0.041996002,-272.950378418,-188.629852295,-2571.770019531, 0.010721026,,,,,,,,
46,-0.006700038, 0.069152109,-0.042109430,-272.951721191,-188.629333496,-2571.770507813, 0.010693472,,,,,,,,
47,-0.006761302, 0.069406874,-0.042489886,-272.957092285,-188.630950928,-2571.722656250, 0.009977097,,,,,,,,
48,-0.006732572, 0.069766715,-0.042582974,-272.951904297,-188.632064819,-2571.711669922, 0.009829758,,,,,,,,
49,-0.006764708, 0.069781549,-0.042349111,-272.959381104,-188.631332397,-2571.734375000, 0.010114771,,,,,,,,
50,-0.006754051, 0.069960490,-0.042054757,-272.958435059,-188.629348755,-2571.760009766, 0.009804399,,,,,,,,
51,-0.006729294, 0.069929272,-0.041944042,-272.957855225,-188.631347656,-2571.751953125, 0.009933989,,,,,,,,
52,-0.006616343, 0.069761902,-0.041723099,-272.944213867,-188.633026123,-2571.751708984, 0.011428345,,,,,,,,
53,-0.006602303, 0.069976926,-0.041407958,-272.940521240,-188.632156372,-2571.763427734, 0.010856214,,,,,,,,
54,-0.006721262, 0.069661148,-0.041217715,-272.940673828,-188.632278442,-2571.754394531, 0.011329965,,,,,,,,
