Number of frames: 256
Frequency: 100
Units: rad/mm

Frame,Pen1_tip Rz,Pen1_tip Ry,Pen1_tip Rx,Pen1_tip x,Pen1_tip y,Pen1_tip z,Pen1_tip Error,Pen2_tip2 Rz,Pen2_tip2 Ry,Pen2_tip2 Rx,Pen2_tip2 x,Pen2_tip2 y,Pen2_tip2 z,Pen2_tip2 Error
1, 0.005907186,-0.080364659,-0.035773877,-310.527374268,-188.317153931,-2576.944580078, 0.018506872,,,,,,,,
2, 0.006488292,-0.079048693,-0.035689458,-310.504119873,-188.316955566,-2576.936279297, 0.018237589,,,,,,,,
3, 0.006827782,-0.077707447,-0.035808891,-310.490539551,-188.315994263,-2576.923095703, 0.018457502,,,,,,,,
4, 0.006791390,-0.076637663,-0.035887405,-310.492736816,-188.316406250,-2576.924316406, 0.018311415,,,,,,,,
5, 0.006611221,-0.075585239,-0.035892643,-310.485046387,-188.316680908,-2576.932373047, 0.018627809,,,,,,,,
6, 0.006107761,-0.074876845,-0.035964448,-310.500488281,-188.317611694,-2576.928466797, 0.019761011,,,,,,,,
7, 0.005562766,-0.074494340,-0.036291584,-310.510528564,-188.317672729,-2576.915039063, 0.018386148,,,,,,,,
8, 0.004941541,-0.073576063,-0.036594246,-310.539764404,-188.316528320,-2576.931640625, 0.018148907,,,,,,,,
9, 0.004607760,-0.072608478,-0.037024457,-310.560699463,-188.313796997,-2576.939697266, 0.019440586,,,,,,,,
10, 0.004793263,-0.072539136,-0.037730206,-310.543792725,-188.316726685,-2576.839843750, 0.019730249,,,,,,,,
11, 0.005099784,-0.072953843,-0.037341248,-310.522827148,-188.316635132,-2576.864501953, 0.019033486,,,,,,,,
12, 0.005378206,-0.073272236,-0.036740247,-310.507141113,-188.317001343,-2576.878906250, 0.018842418,,,,,,,,
13, 0.005483217,-0.073100708,-0.036055334,-310.510253906,-188.316818237,-2576.915039063, 0.018139264,,,,,,,,
14, 0.005645792,-0.072740950,-0.035761841,-310.501556396,-188.316955566,-2576.914062500, 0.016924568,,,,,,,,
15, 0.005751185,-0.072202392,-0.035793874,-310.488342285,-188.316986084,-2576.894775391, 0.018262116,,,,,,,,
16, 0.005583381,-0.071573570,-0.035773266,-310.486419678,-188.315597534,-2576.917724609, 0.018364856,,,,,,,,
17, 0.005145338,-0.071118116,-0.036104266,-310.497619629,-188.317504883,-2576.898681641, 0.018121155,,,,,,,,
18, 0.004531947,-0.070259318,-0.036266245,-310.510894775,-188.316055298,-2576.931640625, 0.019493463,,,,,,,,
19, 0.003953621,-0.070209801,-0.036798108,-310.520355225,-188.316360474,-2576.913330078, 0.018795211,,,,,,,,
20, 0.003474397,-0.069866449,-0.037340473,-310.529205322,-188.317291260,-2576.902099609, 0.018554216,,,,,,,,
21, 0.003130004,-0.070157446,-0.037717409,-310.530151367,-188.315536499,-2576.915771484, 0.018952079,,,,,,,,
22, 0.002905746,-0.070960760,-0.038162902,-310.529602051,-188.315246582,-2576.884033203, 0.018653620,,,,,,,,
23, 0.002765784,-0.071230941,-0.037734762,-310.530364990,-188.312362671,-2576.958496094, 0.018952873,,,,,,,,
24, 0.002857886,-0.071240760,-0.037527088,-310.513763428,-188.313385010,-2576.956787109, 0.018776242,,,,,,,,
25, 0.002976562,-0.071004242,-0.037567470,-310.498138428,-188.317230225,-2576.905761719, 0.017952673,,,,,,,,
26, 0.002863655,-0.071417764,-0.037241902,-310.500976563,-188.316024780,-2576.922119141, 0.018692411,,,,,,,,
27, 0.002661453,-0.071692638,-0.037170164,-310.502624512,-188.316345215,-2576.896728516, 0.018706447,,,,,,,,
28, 0.002341302,-0.072011463,-0.037067633,-310.497711182,-188.318298340,-2576.870605469, 0.017380213,,,,,,,,
29, 0.001812208,-0.072149083,-0.036808621,-310.514129639,-188.319534302,-2576.887451172, 0.018328169,,,,,,,,
30, 0.001267881,-0.072096094,-0.036399867,-310.534576416,-188.317184448,-2576.947265625, 0.017668143,,,,,,,,
31, 0.001013460,-0.071929269,-0.036628265,-310.538879395,-188.317428589,-2576.912841797, 0.019641707,,,,,,,,
32, 0.000977666,-0.072426490,-0.036801971,-310.526306152,-188.318847656,-2576.891113281, 0.019115299,,,,,,,,
33, 0.001010276,-0.072291248,-0.036918428,-310.515228271,-188.319122314,-2576.881347656, 0.019027479,,,,,,,,
34, 0.000959498,-0.072627552,-0.036849838,-310.505523682,-188.318405151,-2576.898193359, 0.019710833,,,,,,,,
35, 0.000744322,-0.073240370,-0.036866553,-310.509155273,-188.318023682,-2576.888671875, 0.018960720,,,,,,,,
36, 0.000406854,-0.073185302,-0.036769882,-310.520965576,-188.318923950,-2576.876220703, 0.019370692,,,,,,,,
37, 0.000108227,-0.073326565,-0.036456186,-310.526092529,-188.319183350,-2576.883789063, 0.018962504,,,,,,,,
38,-0.000132326,-0.073745191,-0.036132518,-310.531127930,-188.320739746,-2576.891845703, 0.019255375,,,,,,,,
39,-0.000240447,-0.073694482,-0.035882674,-310.527984619,-188.319381714,-2576.904296875, 0.019761503,,,,,,,,
40,-0.000251258,-0.073458828,-0.035712749,-310.526275635,-188.318557739,-2576.944580078, 0.019552225,,,,,,,,
41,-0.000252329,-0.073242284,-0.036247443,-310.521392822,-188.320419312,-2576.891357422, 0.019717349,,,,,,,,
42,-0.000358256,-0.073060602,-0.036931843,-310.529754639,-188.321975708,-2576.847900391, 0.018749030,,,,,,,,
