Number of frames: 282
Frequency: 100
Units: rad/mm

Frame,Pen1_tip Rz,Pen1_tip Ry,Pen1_tip Rx,Pen1_tip x,Pen1_tip y,Pen1_tip z,Pen1_tip Error,Pen2_tip2 Rz,Pen2_tip2 Ry,Pen2_tip2 Rx,Pen2_tip2 x,Pen2_tip2 y,Pen2_tip2 z,Pen2_tip2 Error
1, 0.059974909, 0.051488020, 0.030865332,-309.646484375,-188.245010376,-2567.452636719, 0.015127931,,,,,,,,
2, 0.058669884, 0.051023092, 0.029082214,-309.663116455,-188.245010376,-2567.471191406, 0.014904581,,,,,,,,
3, 0.057905372, 0.050066903, 0.027177701,-309.631286621,-188.253082275,-2567.416015625, 0.013475827,,,,,,,,
4, 0.057319112, 0.049562767, 0.025731813,-309.614868164,-188.254653931,-2567.415527344, 0.014327926,,,,,,,,
5, 0.056668412, 0.048309438, 0.024374552,-309.598297119,-188.253112793,-2567.427978516, 0.013572696,,,,,,,,
6, 0.055816244, 0.047173962, 0.023320986,-309.592041016,-188.244201660,-2567.511962891, 0.014863182,,,,,,,,
7, 0.054601446, 0.046800476, 0.021610795,-309.607116699,-188.244338989,-2567.535400391, 0.014788392,,,,,,,,
8, 0.053074796, 0.046639655, 0.019385962,-309.626861572,-188.246734619,-2567.508544922, 0.015575314,,,,,,,,
9, 0.051449925, 0.046308089, 0.017482497,-309.636260986,-188.243225098,-2567.534667969, 0.014929349,,,,,,,,
10, 0.049809109, 0.045989916, 0.015378017,-309.643981934,-188.246841431,-2567.506347656, 0.014599841,,,,,,,,
11, 0.048261940, 0.045006536, 0.013446369,-309.628631592,-188.248519897,-2567.470703125, 0.013402402,,,,,,,,
12, 0.046777576, 0.044838510, 0.011745557,-309.632995605,-188.250274658,-2567.459960938, 0.013193032,,,,,,,,
13, 0.045328677, 0.044304360, 0.010644179,-309.646453857,-188.246444702,-2567.525878906, 0.013684653,,,,,,,,
14, 0.044073075, 0.043238509, 0.009365410,-309.632019043,-188.245620728,-2567.524414063, 0.014745629,,,,,,,,
15, 0.042910464, 0.043322947, 0.008267502,-309.653350830,-188.243469238,-2567.569335938, 0.014625148,,,,,,,,
16, 0.041982304, 0.043028641, 0.006947116,-309.667816162,-188.242340088,-2567.595214844, 0.014596876,,,,,,,,
17, 0.041422296, 0.042238627, 0.005275220,-309.652862549,-188.245300293,-2567.575195313, 0.015806116,,,,,,,,
18, 0.041037071, 0.041514315, 0.003684891,-309.616149902,-188.245025635,-2567.581542969, 0.015674420,,,,,,,,
19, 0.040323064, 0.040570851, 0.001507016,-309.589996338,-188.250442505,-2567.526123047, 0.015302236,,,,,,,,
20, 0.039120745, 0.040231165,-0.001236244,-309.596374512,-188.260177612,-2567.418457031, 0.013236934,,,,,,,,
21, 0.037601929, 0.039961383,-0.003422589,-309.616882324,-188.261230469,-2567.426269531, 0.014608040,,,,,,,,
22, 0.036110993, 0.040696096,-0.005436115,-309.630493164,-188.258987427,-2567.473876953, 0.016068578,,,,,,,,
23, 0.034659475, 0.041242253,-0.007455901,-309.647552490,-188.256759644,-2567.506347656, 0.018117497,,,,,,,,
24, 0.033356480, 0.041565724,-0.009754756,-309.652130127,-188.259811401,-2567.471679688, 0.017149536,,,,,,,,
25, 0.032229818, 0.042243548,-0.011651990,-309.652648926,-188.259368896,-2567.458007813, 0.016523888,,,,,,,,
26, 0.031282652, 0.042647526,-0.013621362,-309.650207520,-188.267364502,-2567.344726563, 0.015972184,,,,,,,,
27, 0.030612664, 0.042406369,-0.014401079,-309.654846191,-188.270263672,-2567.308105469, 0.014642601,,,,,,,,
28, 0.030382959, 0.042306483,-0.014038890,-309.643341064,-188.268432617,-2567.343261719, 0.015085828,,,,,,,,
29, 0.030299997, 0.041615736,-0.013315745,-309.644165039,-188.272048950,-2567.349853516, 0.015998598,,,,,,,,
30, 0.030451968, 0.041066177,-0.011996078,-309.636993408,-188.264633179,-2567.451171875, 0.016224137,,,,,,,,
31, 0.030570118, 0.040654894,-0.011247733,-309.637329102,-188.263519287,-2567.470703125, 0.017472517,,,,,,,,
32, 0.030758120, 0.040384039,-0.010783570,-309.619720459,-188.260696411,-2567.487548828, 0.017555332,,,,,,,,
33, 0.030671062, 0.040360153,-0.010744818,-309.628234863,-188.260986328,-2567.492187500, 0.017313065,,,,,,,,
34, 0.030467212, 0.040468544,-0.011180494,-309.632751465,-188.263076782,-2567.449462891, 0.016944386,,,,,,,,
35, 0.030260952, 0.040442254,-0.011640502,-309.635498047,-188.266555786,-2567.412841797, 0.016630396,,,,,,,,
36, 0.030132420, 0.040259741,-0.011606846,-309.626770020,-188.263198853,-2567.450683594, 0.016804878,,,,,,,,
37, 0.029944994, 0.040372211,-0.011872521,-309.629943848,-188.263992310,-2567.441650391, 0.016399354,,,,,,,,
38, 0.029712655, 0.040267337,-0.012194704,-309.636596680,-188.266006470,-2567.416015625, 0.017165281,,,,,,,,
39, 0.029535389, 0.040412750,-0.012359061,-309.638183594,-188.267883301,-2567.404541016, 0.016112795,,,,,,,,
40, 0.029326990, 0.040079862,-0.012198592,-309.638000488,-188.264251709,-2567.452148438, 0.016020896,,,,,,,,
41, 0.029010622, 0.039490134,-0.012486679,-309.643615723,-188.266189575,-2567.425292969, 0.016334929,,,,,,,,
42, 0.028696986, 0.040014643,-0.012660738,-309.663574219,-188.266906738,-2567.423583984, 0.016329113,,,,,,,,
43, 0.028490627, 0.039845079,-0.013175043,-309.669097900,-188.272811890,-2567.376708984, 0.016551401,,,,,,,,
44, 0.028493317, 0.039668988,-0.013243458,-309.662353516,-188.271118164,-2567.409179688, 0.015971294,,,,,,,,
45, 0.028565688, 0.039896768,-0.013701140,-309.655670166,-188.273178101,-2567.383300781, 0.015985236,,,,,,,,
46, 0.028597875, 0.039986555,-0.014461406,-309.647033691,-188.277603149,-2567.302246094, 0.016103093,,,,,,,,
47, 0.028563006, 0.039882582,-0.014558819,-309.632385254,-188.276184082,-2567.323242188, 0.015393131,,,,,,,,
48, 0.028326157, 0.039838944,-0.014571324,-309.639495850,-188.276596069,-2567.354980469, 0.015319621,,,,,,,,
49, 0.027977055, 0.040137146,-0.014705324,-309.655364990,-188.276519775,-2567.369140625, 0.014855560,,,,,,,,
50, 0.027708400, 0.040143199,-0.015204428,-309.656372070,-188.278594971,-2567.316894531, 0.015511205,,,,,,,,
51, 0.027484234, 0.040103808,-0.015188128,-309.658874512,-188.278549194,-2567.332519531, 0.015493700,,,,,,,,
52, 0.027325749, 0.039900683,-0.015167745,-309.653625488,-188.278793335,-2567.337646484, 0.015322287,,,,,,,,
53, 0.027164605, 0.039407048,-0.015279499,-309.652770996,-188.279067993,-2567.339843750, 0.015648238,,,,,,,,
54, 0.027069621, 0.039408825,-0.015439819,-309.647125244,-188.277664185,-2567.349121094, 0.014305286,,,,,,,,
55, 0.026892900, 0.039167505,-0.015865296,-309.654632568,-188.280410767,-2567.313476563, 0.014802781,,,,,,,,
56, 0.026812715, 0.039113142,-0.016179962,-309.637878418,-188.280227661,-2567.292968750, 0.015139339,,,,,,,,
57, 0.026582951, 0.039323643,-0.016222596,-309.651702881,-188.277679443,-2567.316162109, 0.014608885,,,,,,,,
58, 0.026496045, 0.039455786,-0.016411206,-309.644195557,-188.279312134,-2567.298339844, 0.014026637,,,,,,,,
59, 0.026385915, 0.039581101,-0.016313791,-309.642272949,-188.278182983,-2567.323486328, 0.013812476,,,,,,,,
60, 0.026207764, 0.039851859,-0.016275954,-309.649902344,-188.276062012,-2567.350341797, 0.014176432,,,,,,,,
61, 0.025956031, 0.039460562,-0.016825281,-309.648315430,-188.279418945,-2567.290527344, 0.013908957,,,,,,,,
62, 0.025662370, 0.039477281,-0.017120084,-309.664703369,-188.280288696,-2567.281005859, 0.014052675,,,,,,,,
63, 0.025541769, 0.039345052,-0.017173516,-309.661407471,-188.280670166,-2567.298583984, 0.014527163,,,,,,,,
64, 0.025513496, 0.039248120,-0.017261237,-309.654052734,-188.282363892,-2567.284912109, 0.014835033,,,,,,,,
65, 0.025529232, 0.038687848,-0.017346604,-309.640808105,-188.285476685,-2567.251464844, 0.013914919,,,,,,,,
66, 0.025447277, 0.038515735,-0.016968034,-309.639495850,-188.283660889,-2567.300537109, 0.013386282,,,,,,,,
67, 0.025238954, 0.038360465,-0.016693022,-309.652252197,-188.282699585,-2567.333007813, 0.013734069,,,,,,,,
68, 0.025009172, 0.038664166,-0.016843831,-309.658721924,-188.285202026,-2567.307373047, 0.013904652,,,,,,,,
69, 0.024767509, 0.038803451,-0.017034810,-309.660339355,-188.284759521,-2567.303222656, 0.014271257,,,,,,,,
70, 0.024543604, 0.038734954,-0.017242378,-309.662261963,-188.285034180,-2567.303222656, 0.014073787,,,,,,,,
71, 0.024367929, 0.038382351,-0.017415794,-309.659118652,-188.284851074,-2567.295166016, 0.014970793,,,,,,,,
72, 0.024204785, 0.038134694,-0.017278727,-309.662597656,-188.282546997,-2567.332275391, 0.014253412,,,,,,,,
73, 0.024108149, 0.038139515,-0.017295441,-309.653106689,-188.281402588,-2567.330566406, 0.014424914,,,,,,,,
74, 0.023868162, 0.037930138,-0.017413596,-309.660308838,-188.282058716,-2567.313720703, 0.014578056,,,,,,,,
75, 0.023632180, 0.037658263,-0.017523458,-309.660278320,-188.283264160,-2567.294677734, 0.015037281,,,,,,,,
76, 0.023404337, 0.037372001,-0.017292477,-309.659790039,-188.279159546,-2567.337158203, 0.014812049,,,,,,,,
77, 0.023186050, 0.037187289,-0.017544597,-309.657623291,-188.281417847,-2567.297851563, 0.015403689,,,,,,,,
78, 0.023016041, 0.036972675,-0.017576765,-309.657897949,-188.282058716,-2567.294921875, 0.015157284,,,,,,,,
79, 0.022924488, 0.037088610,-0.017258722,-309.659423828,-188.277893066,-2567.370849609, 0.015377617,,,,,,,,
80, 0.022908734, 0.036914002,-0.017815234,-309.640228271,-188.281417847,-2567.302246094, 0.015285993,,,,,,,,
81, 0.022749936, 0.036945652,-0.017925872,-309.649475098,-188.280242920,-2567.318115234, 0.015129278,,,,,,,,
82, 0.022544285, 0.036679067,-0.017972877,-309.648254395,-188.279556274,-2567.326660156, 0.015065293,,,,,,,,
83, 0.022286331, 0.036528934,-0.017755564,-309.655792236,-188.276718140,-2567.378173828, 0.015098857,,,,,,,,
84, 0.022030493, 0.036370121,-0.017717058,-309.660614014,-188.277954102,-2567.399169922, 0.014853731,,,,,,,,
85, 0.021831220, 0.036112316,-0.018132502,-309.658813477,-188.280441284,-2567.353271484, 0.015059729,,,,,,,,
86, 0.021704365, 0.036008526,-0.018268501,-309.653930664,-188.279052734,-2567.366943359, 0.015794100,,,,,,,,
87, 0.021522559, 0.035937704,-0.018488256,-309.654785156,-188.278808594,-2567.379882813, 0.014734913,,,,,,,,
88, 0.021283291, 0.035953440,-0.018704759,-309.663024902,-188.278961182,-2567.388183594, 0.015190892,,,,,,,,
89, 0.021033579, 0.035858337,-0.019028269,-309.661895752,-188.279830933,-2567.374267578, 0.015219454,,,,,,,,
90, 0.020721305, 0.035847954,-0.018987639,-309.676818848,-188.277969360,-2567.416748047, 0.015770931,,,,,,,,
91, 0.020533051, 0.035956651,-0.019338885,-309.673217773,-188.279922485,-2567.383544922, 0.015065704,,,,,,,,
92, 0.020319840, 0.035855621,-0.019338474,-309.671752930,-188.278411865,-2567.407226563, 0.014599185,,,,,,,,
93, 0.020100208, 0.035796445,-0.019538064,-309.681640625,-188.278686523,-2567.413330078, 0.016019475,,,,,,,,
94, 0.020011174, 0.035613395,-0.019790282,-309.670928955,-188.278656006,-2567.399658203, 0.015942378,,,,,,,,
95, 0.019878378, 0.035090405,-0.019944087,-309.676086426,-188.278137207,-2567.396972656, 0.015283030,,,,,,,,
96, 0.019810246, 0.035004865,-0.020062406,-309.687042236,-188.278289795,-2567.399414063, 0.016258650,,,,,,,,
97, 0.019963557, 0.034855094,-0.020244662,-309.675170898,-188.278747559,-2567.401123047, 0.015287545,,,,,,,,
